ID,Name,Email,Title,Status,Presentation lD
pldi.319.short,"Luis Vega, Joseph McMahan, Adrian Sampson, Dan Grossman, Luis Ceze",,Reticle: A Virtual Machine for Programming Modern FPGAs,finished,38956213
pldi.325.long,"Ali Asadi, Krishnendu Chatterjee, Hongfei Fu, Amir Kafshdar Goharshady, Mohammad Mahdavi",,Polynomial Reachability Witnesses via StellensÃ¤tze,incoming,38956301
pldi.325.short,"Ali Asadi, Krishnendu Chatterjee, Hongfei Fu, Amir Kafshdar Goharshady, Mohammad Mahdavi",,Polynomial Reachability Witnesses via StellensÃ¤tze,finished,38956214
pldi.332.long,"Di Wang, Jan Hoffmann, Thomas Reps",,Sound Probabilistic Inference via Guide Types,incoming,38956302
pldi.332.short,"Di Wang, Jan Hoffmann, Thomas Reps",,Sound Probabilistic Inference via Guide Types,finished,38956215
pldi.337.long,"Feras A. Saad, Martin C. Rinard, Vikash K. Mansinghka",,SPPL: Probabilistic Programming with Fast Exact Symbolic Inference,finished,38956303
pldi.337.short,"Feras A. Saad, Martin C. Rinard, Vikash K. Mansinghka",,SPPL: Probabilistic Programming with Fast Exact Symbolic Inference,finished,38956216
pldi.34.long,"Simon Spies, Lennard Gäher, Daniel Gratzer",,Transfinite Iris: Resolving an Existential Dilemma of Step-Indexed Separation Logic,finished,38956256
pldi.34.short,"Simon Spies, Lennard Gäher, Daniel Gratzer",,Transfinite Iris: Resolving an Existential Dilemma of Step-Indexed Separation Logic,finished,38956169
pldi.343.long,"Akimasa Morihata, Shigeyuki Sato",,Reverse Engineering for Reduction Parallelization via Semiring Polynomials,incoming,38956304
pldi.343.short,"Akimasa Morihata, Shigeyuki Sato",,Reverse Engineering for Reduction Parallelization via Semiring Polynomials,finished,38956217
pldi.355.long,"Kevin Ellis, Catherine Wong, Maxwell Nye, Mathias SablÃ©-Meyer, Lucas Morales, Luke Hewitt, Luc Cary, Armando Solar-Lezama, Joshua B. Tenenbaum",,DreamCoder: Bootstrapping Inductive Program Synthesis with Wake-Sleep Library Learning,finished,38956305
pldi.355.short,"Kevin Ellis, Catherine Wong, Maxwell Nye, Mathias SablÃ©-Meyer, Lucas Morales, Luke Hewitt, Luc Cary, Armando Solar-Lezama, Joshua B. Tenenbaum",,DreamCoder: Bootstrapping Inductive Program Synthesis with Wake-Sleep Library Learning,finished,38956218
pldi.363.long,"Milijana Surbatovich, Limin Jia, Brandon Lucia",,Automatically Enforcing Fresh and Consistent Inputs in Intermittent Systems,incoming,38956306
pldi.363.short,"Milijana Surbatovich, Limin Jia, Brandon Lucia",,Automatically Enforcing Fresh and Consistent Inputs in Intermittent Systems,finished,38956219
pldi.369.long,"Minki Cho, Sung-Hwan Lee, Chung-Kil Hur, Ori Lahav",,Modular Data-Race-Freedom Guarantees in the Promising Semantics,finished,38956307
pldi.369.short,"Minki Cho, Sung-Hwan Lee, Chung-Kil Hur, Ori Lahav",,Modular Data-Race-Freedom Guarantees in the Promising Semantics,finished,38956220
pldi.375.long,"Wei Niu, Jiexiong Guan, Yanzhi Wang, Gagan Agrawal, Bin Ren",,DNNFusion: Accelerating Deep Neural Networks Execution with Advanced Operator Fusion,finished,38956308
pldi.375.short,"Wei Niu, Jiexiong Guan, Yanzhi Wang, Gagan Agrawal, Bin Ren",,DNNFusion: Accelerating Deep Neural Networks Execution with Advanced Operator Fusion,finished,38956221
pldi.40.long,"Alex Reinking, Ningning Xie, Leonardo De Moura, Daan Leijen",,Perceus: Garbage Free Reference Counting with Reuse,finished,38956257
pldi.40.short,"Alex Reinking, Ningning Xie, Leonardo De Moura, Daan Leijen",,Perceus: Garbage Free Reference Counting with Reuse,finished,38956170
pldi.404.long,"Yoshiki Takashima, Ruben Martins, Limin Jia, Corina S. PÄƒsÄƒreanu",,SyRust: Automatic Testing of Rust Libraries with Semantic-Aware Program Synthesis,incoming,38956309
pldi.404.short,"Yoshiki Takashima, Ruben Martins, Limin Jia, Corina S. PÄƒsÄƒreanu",,SyRust: Automatic Testing of Rust Libraries with Semantic-Aware Program Synthesis,finished,38956222
pldi.407.long,"Zhiqiang Zuo, Yiyu Zhang, Qiuhong Pan, Shenming Lu, Yue Li, Linzhang Wang, Xuandong Li, Guoqing Harry Xu",,Chianina: An Evolving Graph System for Flow- and Context-Sensitive Analyses of Million Lines of C Code,incoming,38956310
pldi.407.short,"Zhiqiang Zuo, Yiyu Zhang, Qiuhong Pan, Shenming Lu, Yue Li, Linzhang Wang, Xuandong Li, Guoqing Harry Xu",,Chianina: An Evolving Graph System for Flow- and Context-Sensitive Analyses of Million Lines of C Code,finished,38956223
pldi.424.long,"Qingkai Shi, Peisen Yao, Rongxin Wu, Charles Zhang",,Path-Sensitive Sparse Analysis without Path Conditions,incoming,38956311
pldi.424.short,"Qingkai Shi, Peisen Yao, Rongxin Wu, Charles Zhang",,Path-Sensitive Sparse Analysis without Path Conditions,finished,38956224
pldi.43.long,"Talia Ringer, RanDair Porter, Nathaniel Yazdani, John Leo, Dan Grossman",,Proof Repair across Type Equivalences,incoming,38956258
pldi.43.short,"Talia Ringer, RanDair Porter, Nathaniel Yazdani, John Leo, Dan Grossman",,Proof Repair across Type Equivalences,finished,38956171
pldi.430.long,"Shachar Itzhaky, Hila Peleg, Nadia Polikarpova, Reuben N. S. Rowe, Ilya Sergey",,Cyclic Program Synthesis,incoming,38956312
pldi.430.short,"Shachar Itzhaky, Hila Peleg, Nadia Polikarpova, Reuben N. S. Rowe, Ilya Sergey",,Cyclic Program Synthesis,finished,38956225
pldi.44.long,"Rodrigo Bruno, Vojin Jovanovic, Christian Wimmer, Gustavo Alonso",,Compiler-Assisted Object Inlining with Value Fields,incoming,38956259
pldi.44.short,"Rodrigo Bruno, Vojin Jovanovic, Christian Wimmer, Gustavo Alonso",,Compiler-Assisted Object Inlining with Value Fields,finished,38956172
pldi.440.long,"Krzysztof Maziarz, Tom Ellis, Alan Lawrence, Andrew Fitzgibbon, Simon Peyton Jones",,Hashing Modulo Alpha-Equivalence,finished,38956313
pldi.440.short,"Krzysztof Maziarz, Tom Ellis, Alan Lawrence, Andrew Fitzgibbon, Simon Peyton Jones",,Hashing Modulo Alpha-Equivalence,finished,38956226
pldi.45.long,"Xiaolei Ren, Michael Ho, Jiang Ming, Jeff Yu Lei, Li Li",,Unleashing the Hidden Power of Compiler Optimization on Binary Code Difference: An Empirical Study,incoming,38956260
pldi.45.short,"Xiaolei Ren, Michael Ho, Jiang Ming, Jeff Yu Lei, Li Li",,Unleashing the Hidden Power of Compiler Optimization on Binary Code Difference: An Empirical Study,finished,38956173
pldi.457.long,"Azadeh Farzan, Victor Nicolet",,Phased Synthesis of Divide and Conquer Programs,not_recording,38956314
pldi.457.short,"Azadeh Farzan, Victor Nicolet",,Phased Synthesis of Divide and Conquer Programs,finished,38956227
pldi.465.long,"Ruslan Nikolaev, Binoy Ravindran",,"Snapshot-Free, Transparent, and Robust Memory Reclamation for Lock-Free Data Structures",finished,38956315
pldi.465.short,"Ruslan Nikolaev, Binoy Ravindran",,"Snapshot-Free, Transparent, and Robust Memory Reclamation for Lock-Free Data Structures",finished,38956228
pldi.485.long,"Christian Gram Kalhauge, Jens Palsberg",,Logical Bytecode Reduction,finished,38956316
pldi.485.short,"Christian Gram Kalhauge, Jens Palsberg",,Logical Bytecode Reduction,finished,38956229
pldi.517.long,"Alastair F. Donaldson, Paul Thomson, Vasyl Teliman, Stefano Milizia, AndrÃ© Perez Maselco, Antoni KarpiÅ„ski",,Test-Case Reduction and Deduplication Almost for Free with Transformation-Based Compiler Testing,finished,38956317
pldi.517.short,"Alastair F. Donaldson, Paul Thomson, Vasyl Teliman, Stefano Milizia, AndrÃ© Perez Maselco, Antoni KarpiÅ„ski",,Test-Case Reduction and Deduplication Almost for Free with Transformation-Based Compiler Testing,finished,38956230
pldi.520.long,"Krishnendu Chatterjee, Ehsan Kafshdar Goharshady, Petr NovotnÃ½, ÄorÄ‘e Å½ikeliÄ‡",,Proving Non-termination by Program Reversal,finished,38956318
pldi.520.short,"Krishnendu Chatterjee, Ehsan Kafshdar Goharshady, Petr NovotnÃ½, ÄorÄ‘e Å½ikeliÄ‡",,Proving Non-termination by Program Reversal,finished,38956231
pldi.522.long,"Raghav Malik, Vidush Singhal, Benjamin Gottfried, Milind Kulkarni",,Vectorized Secure Evaluation of Decision Forests,finished,38956319
pldi.522.short,"Raghav Malik, Vidush Singhal, Benjamin Gottfried, Milind Kulkarni",,Vectorized Secure Evaluation of Decision Forests,finished,38956232
pldi.530.long,"Mike Rainey, Ryan R. Newton, Kyle Hale, Nikos Hardavellas, Simone Campanoni, Peter Dinda, Umut A. Acar",,Task Parallel Assembly Language for Uncompromising Parallelism,finished,38956320
pldi.530.short,"Mike Rainey, Ryan R. Newton, Kyle Hale, Nikos Hardavellas, Simone Campanoni, Peter Dinda, Umut A. Acar",,Task Parallel Assembly Language for Uncompromising Parallelism,finished,38956233
pldi.577.long,"Zhiqiang Zuo, Kai Ji, Yifei Wang, Wei Tao, Linzhang Wang, Xuandong Li, Guoqing Harry Xu",,JPortal: Precise and Efficient Control-Flow Tracing for JVM Programs with Intel Processor Trace,incoming,38956321
pldi.577.short,"Zhiqiang Zuo, Kai Ji, Yifei Wang, Wei Tao, Linzhang Wang, Xuandong Li, Guoqing Harry Xu",,JPortal: Precise and Efficient Control-Flow Tracing for JVM Programs with Intel Processor Trace,finished,38956234
pldi.596.long,"Jérémie Koenig, Zhong Shao",,CompCertO: Compiling Certified Open C Components,finished,38956322
pldi.596.short,"Jérémie Koenig, Zhong Shao",,CompCertO: Compiling Certified Open C Components,finished,38956235
pldi.599.long,"Aalok Thakkar, Aaditya Naik, Nathaniel Sands, Rajeev Alur, Mayur Naik, Mukund Raghothaman",,Example-Guided Synthesis of Relational Queries,incoming,38956323
pldi.599.short,"Aalok Thakkar, Aaditya Naik, Nathaniel Sands, Rajeev Alur, Mayur Naik, Mukund Raghothaman",,Example-Guided Synthesis of Relational Queries,finished,38956236
pldi.601.long,"Yuandao Cai, Peisen Yao, Charles Zhang",,Canary: Practical Static Detection of Inter-thread Value-Flow Bugs,incoming,38956324
pldi.601.short,"Yuandao Cai, Peisen Yao, Charles Zhang",,Canary: Practical Static Detection of Inter-thread Value-Flow Bugs,finished,38956237
pldi.605.long,"Matthew Mirman, Alexander HÃ¤gele, Timon Gehr, Pavol Bielik, Martin Vechev",,Robustness Certification with Generative Models,incoming,38956325
pldi.605.short,"Matthew Mirman, Alexander HÃ¤gele, Timon Gehr, Pavol Bielik, Martin Vechev",,Robustness Certification with Generative Models,finished,38956238
pldi.618.long,"Gefei Zuo, Jiacheng Ma, Andrew Quinn, Pramod Bhatotia, Pedro Fonseca, Baris Kasikci",,Execution Reconstruction: Harnessing Failure Reoccurrences for Failure Reproduction,finished,38956326
pldi.618.short,"Gefei Zuo, Jiacheng Ma, Andrew Quinn, Pramod Bhatotia, Pedro Fonseca, Baris Kasikci",,Execution Reconstruction: Harnessing Failure Reoccurrences for Failure Reproduction,finished,38956239
pldi.645.long,"Jinyi Wang, Yican Sun, Hongfei Fu, Krishnendu Chatterjee, Amir Kafshdar Goharshady",,Quantitative Analysis of Assertion Violations in Probabilistic Programs,incoming,38956327
pldi.645.short,"Jinyi Wang, Yican Sun, Hongfei Fu, Krishnendu Chatterjee, Amir Kafshdar Goharshady",,Quantitative Analysis of Assertion Violations in Probabilistic Programs,finished,38956240
pldi.650.long,"Auguste Olivry, Guillaume Iooss, Nicolas Tollenaere, Atanas Rountev, Saday Sadayappan, Fabrice Rastello",,IOOpt: Automatic Derivation of I/O Complexity Bounds for Affine Programs,incoming,38956328
pldi.650.short,"Auguste Olivry, Guillaume Iooss, Nicolas Tollenaere, Atanas Rountev, Saday Sadayappan, Fabrice Rastello",,IOOpt: Automatic Derivation of I/O Complexity Bounds for Affine Programs,finished,38956241
pldi.67.long,"Michael Sammler, Rodolphe Lepigre, Robbert Krebbers, Kayvan Memarian, Derek Dreyer, Deepak Garg",,RefinedC: Automating the Foundational Verification of C Code with Refined Ownership Types,finished,38956261
pldi.67.short,"Michael Sammler, Rodolphe Lepigre, Robbert Krebbers, Kayvan Memarian, Derek Dreyer, Deepak Garg",,RefinedC: Automating the Foundational Verification of C Code with Refined Ownership Types,finished,38956174
pldi.717.long,"Sumanth Prabhu, Grigory Fedyukovich, Kumar Madhukar, Deepak D'Souza",,Specification Synthesis with Constrained Horn Clauses,finished,38956329
pldi.717.short,"Sumanth Prabhu, Grigory Fedyukovich, Kumar Madhukar, Deepak D'Souza",,Specification Synthesis with Constrained Horn Clauses,finished,38956242
pldi.72.long,"Michael Christensen, Timothy Sherwood, Jonathan Balkind, Ben Hardekopf",,Wire Sorts: A Language Abstraction for Safe Hardware Composition,incoming,38956262
pldi.72.short,"Michael Christensen, Timothy Sherwood, Jonathan Balkind, Ben Hardekopf",,Wire Sorts: A Language Abstraction for Safe Hardware Composition,finished,38956175
pldi.734.long,"Michal Friedman, Erez Petrank, Pedro Ramalhete",,Mirror: Making Lock-Free Data Structures Persistent,finished,38956330
pldi.734.short,"Michal Friedman, Erez Petrank, Pedro Ramalhete",,Mirror: Making Lock-Free Data Structures Persistent,finished,38956243
pldi.76.long,"Wookeun Jung, Thanh Tuan Dao, Jaejin Lee",,DeepCuts: A Deep Learning Optimization Framework for Versatile GPU Workloads,finished,38956263
pldi.76.short,"Wookeun Jung, Thanh Tuan Dao, Jaejin Lee",,DeepCuts: A Deep Learning Optimization Framework for Versatile GPU Workloads,finished,38956176
pldi.760.long,"Jie Zhao, Bojie Li, Wang Nie, Zhen Geng, Renwei Zhang, Xiong Gao, Bin Cheng, Chen Wu, Yun Cheng, Zheng Li, Peng Di, Kun Zhang, Xuefeng Jin",,AKG: Automatic Kernel Generation for Neural Processing Units using Polyhedral Transformations,finished,38956331
pldi.760.short,"Jie Zhao, Bojie Li, Wang Nie, Zhen Geng, Renwei Zhang, Xiong Gao, Bin Cheng, Chen Wu, Yun Cheng, Zheng Li, Peng Di, Kun Zhang, Xuefeng Jin",,AKG: Automatic Kernel Generation for Neural Processing Units using Polyhedral Transformations,finished,38956244
pldi.763.long,"Nilanjana Basu, Claudio Montanari, Jakob Eriksson",,"Frequent Background Polling on a Shared Thread, using Light-Weight Compiler Interrupts",finished,38956332
pldi.763.short,"Nilanjana Basu, Claudio Montanari, Jakob Eriksson",,"Frequent Background Polling on a Shared Thread, using Light-Weight Compiler Interrupts",finished,38956245
pldi.773.long,"Fei He, Zhihang Sun, Hongyu Fan",,Satisfiability Modulo Ordering Consistency Theory for Multi-threaded Program Verification,finished,38956333
pldi.773.short,"Fei He, Zhihang Sun, Hongyu Fan",,Satisfiability Modulo Ordering Consistency Theory for Multi-threaded Program Verification,finished,38956246
pldi.787.long,"Rohan Basu Roy, Tirthak Patel, Vijay Gadepally, Devesh Tiwari",,Bliss: Auto-tuning Complex Applications using a Pool of Diverse Lightweight Learning Models,incoming,38956334
pldi.787.short,"Rohan Basu Roy, Tirthak Patel, Vijay Gadepally, Devesh Tiwari",,Bliss: Auto-tuning Complex Applications using a Pool of Diverse Lightweight Learning Models,finished,38956247
pldi.82.long,"Kc Sivaramakrishnan, Stephen Dolan, Leo White, Tom Kelly, Sadiq Jaffer, Anil Madhavapeddy",,Retrofitting Effect Handlers onto OCaml,incoming,38956264
pldi.82.short,"Kc Sivaramakrishnan, Stephen Dolan, Leo White, Tom Kelly, Sadiq Jaffer, Anil Madhavapeddy",,Retrofitting Effect Handlers onto OCaml,finished,38956177
pldi.826.long,"Shaowei Zhu, Zachary Kincaid",,Termination Analysis without the Tears,finished,38956335
pldi.826.short,"Shaowei Zhu, Zachary Kincaid",,Termination Analysis without the Tears,finished,38956248
pldi.83.long,"Anouk Paradis, Benjamin Bichsel, Samuel Steffen, Martin Vechev",,Unqomp: Synthesizing Uncomputation in Quantum Circuits,incoming,38956265
pldi.83.short,"Anouk Paradis, Benjamin Bichsel, Samuel Steffen, Martin Vechev",,Unqomp: Synthesizing Uncomputation in Quantum Circuits,finished,38956178
pldi.853.long,"Raven Beutner, Luke Ong",,On Probabilistic Termination of Functional Programs with Continuous Distributions,finished,38956336
pldi.853.short,"Raven Beutner, Luke Ong",,On Probabilistic Termination of Functional Programs with Continuous Distributions,finished,38956249
pldi.885.long,"George Pîrlea, Amrit Kumar, Ilya Sergey",,Practical Smart Contract Sharding with Ownership and Commutativity Analysis,incoming,38956337
pldi.885.short,"George Pîrlea, Amrit Kumar, Ilya Sergey",,Practical Smart Contract Sharding with Ownership and Commutativity Analysis,finished,38956250
pldi.92.long,"David Castro-Perez, Francisco Ferreira, Lorenzo Gheri, Nobuko Yoshida",,Zooid: A DSL for Certified Multiparty Computation: From Mechanised Metatheory to Certified Multiparty Processes,finished,38956266
pldi.92.short,"David Castro-Perez, Francisco Ferreira, Lorenzo Gheri, Nobuko Yoshida",,Zooid: A DSL for Certified Multiparty Computation: From Mechanised Metatheory to Certified Multiparty Processes,finished,38956179
pldi.99.long,"Huaipan Jiang, Haibo Zhang, Xulong Tang, Vineetha Govindaraj, Jack Sampson, Mahmut Taylan Kandemir, Danfeng Zhang",,Fluid: A Framework for Approximate Concurrency via Controlled Dependency Relaxation,incoming,38956267
pldi.99.short,"Huaipan Jiang, Haibo Zhang, Xulong Tang, Vineetha Govindaraj, Jack Sampson, Mahmut Taylan Kandemir, Danfeng Zhang",,Fluid: A Framework for Approximate Concurrency via Controlled Dependency Relaxation,finished,38956180
pldi.keynote.1,Michelle Mills Strout,,TBD,finished,38956338
pldi.keynote.2,Alex Aiken,,TBD,finished,38956339
pldi.keynote.3,Emina Torlak,,TBD,finished,38956906
plmw.1,Lindsey Kuper,,Making Progress under Uncertainty,finished,38956845
plmw.2,Thomas Reps,,PLMW - TBD,finished,38956846
plmw.3,Alex Aiken,,PLMW - TBD,finished,38956847
soap.invited.1,Cristina Cifuentes,,Towards Intelligent Application Security,finished,38956815
soap.invited.2,Sébastien Bardin,,TBD (invited speaker SÃ©bastien Bardin),incoming,38956819
soap.invited.3,Patrick Cousot,,Dynamic abstract interpretation,finished,38956820
soap.paper.10,Vincenzo Arceri,,Static Analysis for Dummies: Experiencing LiSA,finished,38956817
soap.paper.12,Spandan Garg,,PerfLens: A Data-Driven Performance Bug Detection and Fix Platform,finished,38956818
soap.paper.3,Kostyantyn Vorobyov,,Scalable String Analysis: An Experience Report,finished,38956816
soap.paper.9,"Gil Teixeira, João Bispo, Filipe Figueiredo Correia",,Multi-Language Static Code Analysis on the LARA Framework,finished,38956821
workshop-test.1,,,Demo of Recorder,incoming,
workshop-test.10,,,Demo of Recorder,incoming,
workshop-test.11,,,Demo of Recorder,incoming,
workshop-test.12,,,Demo of Recorder,incoming,
workshop-test.13,,,Demo of Recorder,uploading,
workshop-test.14,,,Demo of Recorder,incoming,
workshop-test.15,,,Demo of Recorder,incoming,
workshop-test.16,,,Demo of Recorder,incoming,
workshop-test.17,,,Demo of Recorder,incoming,
workshop-test.18,,,Demo of Recorder,incoming,
workshop-test.19,,,Demo of Recorder,incoming,
workshop-test.2,,,Demo of Recorder,incoming,
workshop-test.20,,,Demo of Recorder,incoming,
workshop-test.21,,,Demo of Recorder,incoming,
workshop-test.22,,,Demo of Recorder,incoming,
workshop-test.23,,,Demo of Recorder,incoming,
workshop-test.24,,,Demo of Recorder,uploading,
workshop-test.25,,,Demo of Recorder,incoming,
workshop-test.26,,,Demo of Recorder,uploading,
workshop-test.27,,,Demo of Recorder,incoming,
workshop-test.28,,,Demo of Recorder,incoming,
workshop-test.29,,,Demo of Recorder,incoming,
workshop-test.3,,,Demo of Recorder,incoming,
workshop-test.30,,,Demo of Recorder,incoming,
workshop-test.31,,,Demo of Recorder,incoming,
workshop-test.32,,,Demo of Recorder,incoming,
workshop-test.33,,,Demo of Recorder,incoming,
workshop-test.4,,,Demo of Recorder,incoming,
workshop-test.5,,,Demo of Recorder,incoming,
workshop-test.6,,,Demo of Recorder,incoming,
workshop-test.7,,,Demo of Recorder,incoming,
workshop-test.8,,,Demo of Recorder,incoming,
workshop-test.9,,,Demo of Recorder,incoming,
hopl.10,Paul King,,A history of the Groovy programming language,finished,38956873
hopl.11,Rich Hickey,,A History of Clojure,finished,38956874
hopl.12,Allen Wirfs-Brock,,JavaScript: The First 20 Years,finished,38956875
hopl.13,"William Clinger, Mitchell Wand",,Hygienic Macro Technology,finished,38956876
hopl.14,"Peter Van Roy, Gert Smolka, Christian Schulte, Seif Haridi",,A history of the Oz multiparadigm language,finished,38956877
hopl.16,"Stefan Monnier, Michael Sperber",,Evolution of Emacs Lisp,finished,38956878
hopl.17,Daniel Ingalls,,The Evolution of Smalltalk from Smalltalk-72 through Squeak,finished,38956879
hopl.19,Don Syme,,The Early History of F#,to_check,38956880
hopl.2,"Roger Hui, Roger K.W. Hui, Morten J. Kromberg",,APL Since 1978,finished,38956866
hopl.21,"John Reppy, David MacQueen, Robert Harper",,The History of Standard ML,finished,38956881
hopl.23,"Andrei Alexandrescu, Walter Bright, Andrei Alexandrescu, Michael Parker",,Origins of the D Programming Language,finished,38956882
hopl.25,Hansen Hsu,,The Origins of Objective-C at PPI/Stepstone and its Evolution at NeXT,to_check,38956883
hopl.26,"John Reid, Jon Steidel",,History of Coarrays and SPMD Parallelism in Fortran,finished,38956884
hopl.3,Jeffrey Kodosky,,LabVIEW,finished,38956867
hopl.4,Cleve Moler,,A History of MATLAB,finished,38956868
hopl.5,Bjarne Stroustrup,,Thriving in a crowded and changing world: C++ 2006-2020,finished,38956869
hopl.6,John Chambers,,"S, R and Data Science.",finished,38956870
hopl.7,"Steve Golson, Phil Moorby, Peter Flake",,Verilog HDL and its ancestors and descendants,finished,38956871
hopl.9,"Henry Lieberman, Cynthia Solomon, Brian Harvey, Mark Miller",,History of Logo,finished,38956872
hopl.K1,Mary Shaw,,Sunday Keynote,finished,38956885
hopl.K2,"James Noble, Robert Biddle",,Monday Keynote,to_check,38956886